"","iphash","fingerprint","ipid","q","skip","type","ntrials","startweight","endweight","modeweight","len","unique.weights","time.trial"
"388","529edff640e51418c025a77b9e969938","354f380dce792b141f4d9a1da4e54427","200.104.1",2,0,"y",8,0.65,0.9,0.65,18,15,59
"389","529edff640e51418c025a77b9e969938","354f380dce792b141f4d9a1da4e54427","200.104.1",3,0,"y",8,0.9,0.725,0.9,41,20,41
"390","529edff640e51418c025a77b9e969938","354f380dce792b141f4d9a1da4e54427","200.104.1",4,0,"x",8,0.725,0.625,0.725,5,5,16
"391","529edff640e51418c025a77b9e969938","354f380dce792b141f4d9a1da4e54427","200.104.1",5,0,"x",8,0.625,0.2,0.625,4,4,14
"392","529edff640e51418c025a77b9e969938","354f380dce792b141f4d9a1da4e54427","200.104.1",6,0,"y",8,0.2,0.35,0.2,4,4,9
"393","529edff640e51418c025a77b9e969938","354f380dce792b141f4d9a1da4e54427","200.104.1",7,0,"x",8,0.35,0.35,0.35,2,1,2
"394","5647ded67e72e2144bf350eeda806c71","7307628edfcd91a86bc5735eceb7d6b7","76.171.54",0,0,"x",8,0.75,0.6,0.75,16,12,29
"395","5647ded67e72e2144bf350eeda806c71","7307628edfcd91a86bc5735eceb7d6b7","76.171.54",0,1,"x",8,0.575,0.2,0.575,4,4,13
"396","5647ded67e72e2144bf350eeda806c71","7307628edfcd91a86bc5735eceb7d6b7","76.171.54",1,1,"y",8,0.2,2.5,0.75,29,22,42
"397","5647ded67e72e2144bf350eeda806c71","7307628edfcd91a86bc5735eceb7d6b7","76.171.54",2,1,"y",8,2.5,0.2,2.5,4,4,7
"398","5647ded67e72e2144bf350eeda806c71","7307628edfcd91a86bc5735eceb7d6b7","76.171.54",3,1,"y",8,0.2,0,0.2,12,9,21
"399","5647ded67e72e2144bf350eeda806c71","7307628edfcd91a86bc5735eceb7d6b7","76.171.54",4,1,"x",8,0,0.45,0,8,8,19
"400","5647ded67e72e2144bf350eeda806c71","7307628edfcd91a86bc5735eceb7d6b7","76.171.54",5,1,"x",8,0.45,0.0999999999999996,0.45,6,6,9
"401","5647ded67e72e2144bf350eeda806c71","7307628edfcd91a86bc5735eceb7d6b7","76.171.54",6,1,"y",8,0.0999999999999996,0.25,0.0999999999999996,2,2,1
"402","582a9b405c96b3f5869d15894014bf2d","7cf22bc0c02eb98d1d01e77ff62bb3be","108.7.147",0,0,"x",1,0,0,0,31,30,1.28333333333333
"403","59ed11d48432bd935c5d2bf626bc822e","c84ceea85c4d0e2c82bf60e4e2a80638","63.249.57",0,0,"y",8,0.75,0.2,0.75,47,28,2.25402777777778
"404","59ed11d48432bd935c5d2bf626bc822e","c84ceea85c4d0e2c82bf60e4e2a80638","63.249.57",1,0,"y",8,0.95,0,0,12,7,2.25366898148148
"405","59ed11d48432bd935c5d2bf626bc822e","c84ceea85c4d0e2c82bf60e4e2a80638","63.249.57",2,0,"x",8,0.2,0,0.2,3,3,2.25328703703704
"406","59ed11d48432bd935c5d2bf626bc822e","c84ceea85c4d0e2c82bf60e4e2a80638","63.249.57",3,0,"x",8,0.55,0.75,0.75,6,4,2.25440972222222
"407","59ed11d48432bd935c5d2bf626bc822e","c84ceea85c4d0e2c82bf60e4e2a80638","63.249.57",4,0,"x",8,0.75,0.55,0.75,4,3,2.25431712962963
"408","59ed11d48432bd935c5d2bf626bc822e","c84ceea85c4d0e2c82bf60e4e2a80638","63.249.57",5,0,"y",8,0,0.3,0.55,47,21,2.2547337962963
"409","59ed11d48432bd935c5d2bf626bc822e","c84ceea85c4d0e2c82bf60e4e2a80638","63.249.57",6,0,"x",8,0.35,0.35,0.35,1,1,0
"410","59ed11d48432bd935c5d2bf626bc822e","c84ceea85c4d0e2c82bf60e4e2a80638","63.249.57",7,0,"x",8,0.35,0.5,0.35,4,4,2.2543287037037
"411","59ed11d48432bd935c5d2bf626bc822e","c84ceea85c4d0e2c82bf60e4e2a80638","63.249.57",6,0,"y",8,0.3,0.0999999999999996,0.0999999999999996,5,4,13
"412","5a6c63c645a6e0c21cd297b097489592","8f48cad4167891ab99e3f6e22cc1f8dc","69.132.219",0,0,"x",14,0,0,0,15,13,44
"413","5a6c63c645a6e0c21cd297b097489592","8f48cad4167891ab99e3f6e22cc1f8dc","69.132.219",1,0,"y",14,0,0.525,0,10,10,1.01666666666667
"414","5a6c63c645a6e0c21cd297b097489592","8f48cad4167891ab99e3f6e22cc1f8dc","69.132.219",2,0,"x",14,0.525,0.525,0.525,25,13,1.4
"415","5a6c63c645a6e0c21cd297b097489592","8f48cad4167891ab99e3f6e22cc1f8dc","69.132.219",3,0,"y",14,0.525,0.35,0.35,16,9,1.01666666666667
"416","5a6c63c645a6e0c21cd297b097489592","8f48cad4167891ab99e3f6e22cc1f8dc","69.132.219",4,0,"y",14,0.35,0.0999999999999996,0.0999999999999996,5,4,51
"417","5a6c63c645a6e0c21cd297b097489592","8f48cad4167891ab99e3f6e22cc1f8dc","69.132.219",5,0,"x",14,0.0999999999999996,0.2,0.0999999999999996,6,4,19
"418","5a6c63c645a6e0c21cd297b097489592","8f48cad4167891ab99e3f6e22cc1f8dc","69.132.219",6,0,"x",14,0.2,0.575,0.575,17,16,38
"419","5a6c63c645a6e0c21cd297b097489592","8f48cad4167891ab99e3f6e22cc1f8dc","69.132.219",7,0,"y",14,0.575,0.75,0.6,19,14,1.23333333333333
"420","5a6c63c645a6e0c21cd297b097489592","8f48cad4167891ab99e3f6e22cc1f8dc","69.132.219",7,0,"x",14,0.7,0.725,0.7,2,2,5
"421","5a6c63c645a6e0c21cd297b097489592","8f48cad4167891ab99e3f6e22cc1f8dc","69.132.219",8,0,"y",14,0.75,0.0999999999999996,0.3,15,10,43
"422","5a6c63c645a6e0c21cd297b097489592","8f48cad4167891ab99e3f6e22cc1f8dc","69.132.219",9,0,"y",14,0.0999999999999996,0.575,1,25,24,1.08333333333333
"423","5a6c63c645a6e0c21cd297b097489592","8f48cad4167891ab99e3f6e22cc1f8dc","69.132.219",10,0,"y",14,0.575,0.45,0.575,9,9,15
"424","5a6c63c645a6e0c21cd297b097489592","8f48cad4167891ab99e3f6e22cc1f8dc","69.132.219",11,0,"x",14,0.45,0.4,0.45,17,15,37
"425","5a6c63c645a6e0c21cd297b097489592","8f48cad4167891ab99e3f6e22cc1f8dc","69.132.219",12,0,"x",14,0.4,-0.25,0.4,7,7,15
"426","5a6c63c645a6e0c21cd297b097489592","8f48cad4167891ab99e3f6e22cc1f8dc","69.132.219",13,0,"y",14,-0.25,0.55,-0.25,2,2,1
"427","5d113a2f65bff52554ed1253ad3112d3","bda9a7fc5c5a6d0866945d5fa2069ad9","24.180.248",0,0,"x",14,0,0.2,0,20,13,39
"428","5d113a2f65bff52554ed1253ad3112d3","bda9a7fc5c5a6d0866945d5fa2069ad9","24.180.248",1,0,"y",14,0.2,0.5,0.2,8,8,30
"429","5d113a2f65bff52554ed1253ad3112d3","bda9a7fc5c5a6d0866945d5fa2069ad9","24.180.248",2,0,"y",14,0.525,0.525,0.525,1,1,0
"430","5d113a2f65bff52554ed1253ad3112d3","bda9a7fc5c5a6d0866945d5fa2069ad9","24.180.248",3,0,"y",14,0.525,0.2,0.525,5,5,16
"431","5d113a2f65bff52554ed1253ad3112d3","bda9a7fc5c5a6d0866945d5fa2069ad9","24.180.248",4,0,"y",14,0.2,0.775,1,39,14,1.26666666666667
"432","5d113a2f65bff52554ed1253ad3112d3","bda9a7fc5c5a6d0866945d5fa2069ad9","24.180.248",5,0,"y",14,0.775,0.775,0.775,1,1,0
"433","5d113a2f65bff52554ed1253ad3112d3","bda9a7fc5c5a6d0866945d5fa2069ad9","24.180.248",6,0,"x",14,0.775,0.2,0.775,4,4,14
"434","5d113a2f65bff52554ed1253ad3112d3","bda9a7fc5c5a6d0866945d5fa2069ad9","24.180.248",7,0,"y",14,0.2,0.4,0.2,3,3,6
"435","5d113a2f65bff52554ed1253ad3112d3","bda9a7fc5c5a6d0866945d5fa2069ad9","24.180.248",8,0,"x",14,0.4,0.55,0.4,4,4,8
"436","5d113a2f65bff52554ed1253ad3112d3","bda9a7fc5c5a6d0866945d5fa2069ad9","24.180.248",9,0,"x",14,0.55,0.525,0.55,6,6,11
"437","5d113a2f65bff52554ed1253ad3112d3","bda9a7fc5c5a6d0866945d5fa2069ad9","24.180.248",10,0,"x",14,0.525,0.8,1,12,9,18
"438","5d113a2f65bff52554ed1253ad3112d3","bda9a7fc5c5a6d0866945d5fa2069ad9","24.180.248",11,0,"y",14,0.8,0.7,0.7,10,8,24
"439","5d113a2f65bff52554ed1253ad3112d3","bda9a7fc5c5a6d0866945d5fa2069ad9","24.180.248",12,0,"y",14,0.7,0.6,0.55,6,5,16
"440","5d113a2f65bff52554ed1253ad3112d3","bda9a7fc5c5a6d0866945d5fa2069ad9","24.180.248",13,0,"y",14,0.6,0.35,0.6,2,2,1
"441","5ff663e509bd6ad5f4dac4e12d451678","57684f66911bcc1648506a0d02c702c6","108.11.203",0,0,"x",7,0,0,0,13,6,22
"442","5ff663e509bd6ad5f4dac4e12d451678","57684f66911bcc1648506a0d02c702c6","108.11.203",1,0,"x",7,0,0.775,0,3,3,14
"443","5ff663e509bd6ad5f4dac4e12d451678","57684f66911bcc1648506a0d02c702c6","108.11.203",2,0,"y",7,0.775,0.2,0.775,4,4,47
"444","5ff663e509bd6ad5f4dac4e12d451678","57684f66911bcc1648506a0d02c702c6","108.11.203",3,0,"y",7,0.2,0.75,0.2,2,2,1
"445","5ff663e509bd6ad5f4dac4e12d451678","57684f66911bcc1648506a0d02c702c6","108.11.203",4,0,"x",7,0.75,-1.25,0.75,7,7,12
"446","5ff663e509bd6ad5f4dac4e12d451678","57684f66911bcc1648506a0d02c702c6","108.11.203",5,0,"y",7,-1.25,0.6,-1.25,2,2,2
"447","5ff663e509bd6ad5f4dac4e12d451678","57684f66911bcc1648506a0d02c702c6","108.11.203",6,0,"y",7,0.6,0.25,0.6,2,2,1
"448","60164ce2a67ec02cc422cd036f28e6d1","c5a05fee8eac108f7ae4d9783bb322b0","184.35.6",0,0,"x",14,0,0,0,17,4,10.4166666666667
"449","60164ce2a67ec02cc422cd036f28e6d1","c5a05fee8eac108f7ae4d9783bb322b0","184.35.6",1,0,"y",14,0.25,-1.25,0.25,61,35,59
"450","60164ce2a67ec02cc422cd036f28e6d1","c5a05fee8eac108f7ae4d9783bb322b0","184.35.6",2,0,"y",14,-1.25,-1.25,-1.25,1,1,0
"451","60164ce2a67ec02cc422cd036f28e6d1","c5a05fee8eac108f7ae4d9783bb322b0","184.35.6",3,0,"y",14,-1.25,0.5,-1.25,2,2,1
"452","60164ce2a67ec02cc422cd036f28e6d1","c5a05fee8eac108f7ae4d9783bb322b0","184.35.6",4,0,"y",14,0.5,0,0.5,2,2,2
"453","60164ce2a67ec02cc422cd036f28e6d1","c5a05fee8eac108f7ae4d9783bb322b0","184.35.6",5,0,"x",14,0,0.675,0,11,11,23
"454","60164ce2a67ec02cc422cd036f28e6d1","c5a05fee8eac108f7ae4d9783bb322b0","184.35.6",6,0,"x",14,0.675,0.525,0.675,3,3,9
"455","60164ce2a67ec02cc422cd036f28e6d1","c5a05fee8eac108f7ae4d9783bb322b0","184.35.6",7,0,"x",14,0.525,0.4,0.525,8,8,28
"456","60164ce2a67ec02cc422cd036f28e6d1","c5a05fee8eac108f7ae4d9783bb322b0","184.35.6",8,0,"x",14,0.4,0.5,0.4,6,5,13
"457","60164ce2a67ec02cc422cd036f28e6d1","c5a05fee8eac108f7ae4d9783bb322b0","184.35.6",9,0,"y",14,0.5,0.525,0.5,11,10,19
"458","60164ce2a67ec02cc422cd036f28e6d1","c5a05fee8eac108f7ae4d9783bb322b0","184.35.6",10,0,"x",14,0.525,0.0999999999999996,0.525,6,6,4.26666666666667
"459","60164ce2a67ec02cc422cd036f28e6d1","c5a05fee8eac108f7ae4d9783bb322b0","184.35.6",11,0,"x",14,0.0999999999999996,0.55,0.0999999999999996,4,4,12
"460","60164ce2a67ec02cc422cd036f28e6d1","c5a05fee8eac108f7ae4d9783bb322b0","184.35.6",12,0,"x",14,0.55,0.6,0.55,3,3,40
"461","60164ce2a67ec02cc422cd036f28e6d1","c5a05fee8eac108f7ae4d9783bb322b0","184.35.6",13,0,"y",14,0.6,0.5,0.6,2,2,3
"462","63cebe5b4f3af564c27ea546a975d6bc","f90b7e7ba0317b513755c620b7b3edec","97.87.51",0,0,"x",1,0,0,0,1,1,0
"463","641825dc7a1b852d456ed56456c966a7","a8e0ece882ea004e3d0c76614f65de8b","68.191.178",0,0,"x",4,0,0.2,0,14,10,53
"464","641825dc7a1b852d456ed56456c966a7","a8e0ece882ea004e3d0c76614f65de8b","68.191.178",1,0,"x",4,0.2,0.75,0.75,4,3,22
"465","641825dc7a1b852d456ed56456c966a7","a8e0ece882ea004e3d0c76614f65de8b","68.191.178",2,0,"y",4,0.75,0.65,0.75,39,28,50
"466","641825dc7a1b852d456ed56456c966a7","a8e0ece882ea004e3d0c76614f65de8b","68.191.178",2,1,"y",4,0.65,0.525,0.35,8,7,28
"467","663410fce9de1c7bea451094724d31de","a81000d1a164ef04003de9fbe36ebbe1","38.109.87",0,0,"x",3,0,0,0,17,13,20
"468","663410fce9de1c7bea451094724d31de","a81000d1a164ef04003de9fbe36ebbe1","38.109.87",0,1,"x",3,0,0.75,0,2,2,1
"469","663410fce9de1c7bea451094724d31de","a81000d1a164ef04003de9fbe36ebbe1","38.109.87",1,1,"y",3,0.75,0,0.75,2,2,1
"470","6ac6b1bc036b5d72a17cb2dc4527e0c4","8e35012e0dc8456a7449604696ed8004","71.176.125",0,0,"x",5,0,0.0999999999999996,0,7,4,17
"471","6ac6b1bc036b5d72a17cb2dc4527e0c4","8e35012e0dc8456a7449604696ed8004","71.176.125",1,0,"y",5,0.0999999999999996,0.2,0,14,7,55
"472","6ac6b1bc036b5d72a17cb2dc4527e0c4","8e35012e0dc8456a7449604696ed8004","71.176.125",2,0,"y",5,0.2,1.2,0.2,4,4,18
"473","6ac6b1bc036b5d72a17cb2dc4527e0c4","8e35012e0dc8456a7449604696ed8004","71.176.125",3,0,"y",5,1.2,0.575,1.2,3,3,1.35
"474","6ac6b1bc036b5d72a17cb2dc4527e0c4","8e35012e0dc8456a7449604696ed8004","71.176.125",4,0,"y",5,0.575,1,0.575,2,2,9
"475","6c5d934f3f15fabef091559baf420fc8","26253d46d931814842304a74339e7453","98.192.26",0,0,"x",14,0,0.25,0,10,5,52
"476","6c5d934f3f15fabef091559baf420fc8","26253d46d931814842304a74339e7453","98.192.26",1,0,"y",14,0.25,0.0999999999999996,0.25,3,3,18
"477","6c5d934f3f15fabef091559baf420fc8","26253d46d931814842304a74339e7453","98.192.26",2,0,"y",14,0.0999999999999996,0.45,0.45,5,4,18
"478","6c5d934f3f15fabef091559baf420fc8","26253d46d931814842304a74339e7453","98.192.26",3,0,"y",14,0.45,0.4,0.45,10,6,29
"479","6c5d934f3f15fabef091559baf420fc8","26253d46d931814842304a74339e7453","98.192.26",4,0,"x",14,0.4,0.525,0.4,4,4,11
"480","6c5d934f3f15fabef091559baf420fc8","26253d46d931814842304a74339e7453","98.192.26",5,0,"y",14,0.525,0.35,0.25,6,5,20
"481","6c5d934f3f15fabef091559baf420fc8","26253d46d931814842304a74339e7453","98.192.26",6,0,"y",14,0.35,0.7,0.35,10,10,32
"482","6c5d934f3f15fabef091559baf420fc8","26253d46d931814842304a74339e7453","98.192.26",7,0,"x",14,0.7,0.65,0.7,11,7,36
"483","6c5d934f3f15fabef091559baf420fc8","26253d46d931814842304a74339e7453","98.192.26",8,0,"x",14,0.65,0.0999999999999996,0.65,3,3,7
"484","6c5d934f3f15fabef091559baf420fc8","26253d46d931814842304a74339e7453","98.192.26",9,0,"x",14,0.0999999999999996,0.3,0.0999999999999996,3,3,4
"485","6c5d934f3f15fabef091559baf420fc8","26253d46d931814842304a74339e7453","98.192.26",10,0,"y",14,0.3,-0.25,0.3,3,3,7
"486","6c5d934f3f15fabef091559baf420fc8","26253d46d931814842304a74339e7453","98.192.26",11,0,"x",14,-0.25,0.5,0.5,3,2,24
"487","6c5d934f3f15fabef091559baf420fc8","26253d46d931814842304a74339e7453","98.192.26",12,0,"y",14,0.5,0.2,0.5,4,4,30
"488","6c5d934f3f15fabef091559baf420fc8","26253d46d931814842304a74339e7453","98.192.26",13,0,"y",14,0.2,0.25,0.2,2,2,2
"489","6e7ee29ce9546caa84ec64c562bcd9f5","f6d102bfa647f18bc68ebdc997ebcc81","97.125.145",0,0,"x",11,0.75,0,0.75,33,26,1.33333333333333
"490","6e7ee29ce9546caa84ec64c562bcd9f5","f6d102bfa647f18bc68ebdc997ebcc81","97.125.145",1,0,"x",11,0,0,0,1,1,0
"491","6e7ee29ce9546caa84ec64c562bcd9f5","f6d102bfa647f18bc68ebdc997ebcc81","97.125.145",2,0,"y",11,0,0.75,0,2,2,1
"492","6e7ee29ce9546caa84ec64c562bcd9f5","f6d102bfa647f18bc68ebdc997ebcc81","97.125.145",3,0,"x",11,0.75,0,0.35,11,9,19
"493","6e7ee29ce9546caa84ec64c562bcd9f5","f6d102bfa647f18bc68ebdc997ebcc81","97.125.145",4,0,"y",11,0,0,0,1,1,0
"494","6e7ee29ce9546caa84ec64c562bcd9f5","f6d102bfa647f18bc68ebdc997ebcc81","97.125.145",5,0,"y",11,0,0,0,1,1,0
"495","6e7ee29ce9546caa84ec64c562bcd9f5","f6d102bfa647f18bc68ebdc997ebcc81","97.125.145",6,0,"y",11,0,0,0,1,1,0
"496","6e7ee29ce9546caa84ec64c562bcd9f5","f6d102bfa647f18bc68ebdc997ebcc81","97.125.145",7,0,"x",11,0,-0.25,0,15,13,31
"497","6e7ee29ce9546caa84ec64c562bcd9f5","f6d102bfa647f18bc68ebdc997ebcc81","97.125.145",8,0,"x",11,-0.25,-0.25,-0.25,11,10,15
"498","6e7ee29ce9546caa84ec64c562bcd9f5","f6d102bfa647f18bc68ebdc997ebcc81","97.125.145",9,0,"y",11,-0.25,0.75,-0.25,2,2,2
"499","6e7ee29ce9546caa84ec64c562bcd9f5","f6d102bfa647f18bc68ebdc997ebcc81","97.125.145",10,0,"y",11,0.75,5,0.75,47,37,59
"500","70cebd269716e9421330e56a477214ed","39c13c4da5a014a9e126aaea4d023f20","72.221.79",0,0,"x",15,0,0.4,0,7,7,26
"501","70cebd269716e9421330e56a477214ed","39c13c4da5a014a9e126aaea4d023f20","72.221.79",1,0,"y",15,0.4,0.0999999999999996,0.6,15,12,59
"502","70cebd269716e9421330e56a477214ed","39c13c4da5a014a9e126aaea4d023f20","72.221.79",2,0,"y",15,0.0999999999999996,0.3,0.0999999999999996,4,4,13
"503","70cebd269716e9421330e56a477214ed","39c13c4da5a014a9e126aaea4d023f20","72.221.79",3,0,"y",15,0.3,0.9,1,16,12,1.23333333333333
"504","70cebd269716e9421330e56a477214ed","39c13c4da5a014a9e126aaea4d023f20","72.221.79",3,1,"y",15,0.9,0.6,0.9,9,9,21
"505","70cebd269716e9421330e56a477214ed","39c13c4da5a014a9e126aaea4d023f20","72.221.79",4,1,"x",15,0.6,0.6,1,18,14,28
"506","70cebd269716e9421330e56a477214ed","39c13c4da5a014a9e126aaea4d023f20","72.221.79",5,1,"x",15,0.6,0.45,0.6,9,9,32
"507","70cebd269716e9421330e56a477214ed","39c13c4da5a014a9e126aaea4d023f20","72.221.79",6,1,"x",15,0.45,0.45,0.45,4,3,19
"508","70cebd269716e9421330e56a477214ed","39c13c4da5a014a9e126aaea4d023f20","72.221.79",7,1,"y",15,0.45,0.5,0.45,6,5,18
"509","70cebd269716e9421330e56a477214ed","39c13c4da5a014a9e126aaea4d023f20","72.221.79",8,1,"x",15,0.5,0.625,0.5,6,6,12
"510","70cebd269716e9421330e56a477214ed","39c13c4da5a014a9e126aaea4d023f20","72.221.79",9,1,"x",15,0.625,0.35,0.25,10,7,22
"511","70cebd269716e9421330e56a477214ed","39c13c4da5a014a9e126aaea4d023f20","72.221.79",10,1,"y",15,0.35,0.625,0.35,3,3,12
"512","70cebd269716e9421330e56a477214ed","39c13c4da5a014a9e126aaea4d023f20","72.221.79",11,1,"y",15,0.625,0.95,0.625,7,7,12
"513","70cebd269716e9421330e56a477214ed","39c13c4da5a014a9e126aaea4d023f20","72.221.79",12,1,"x",15,0.95,0.3,0.3,3,2,8
"514","70cebd269716e9421330e56a477214ed","39c13c4da5a014a9e126aaea4d023f20","72.221.79",13,1,"y",15,0.3,0.3,0.3,1,1,0
"515","72d1059664faa8e2041a778995b82330","ee53e1ae55b3dd2c37d07549fed153b0","138.210.254",0,0,"x",2,0,0,0,21,2,58
"516","72d1059664faa8e2041a778995b82330","ee53e1ae55b3dd2c37d07549fed153b0","138.210.254",0,1,"y",2,0,0,0,1,1,0
"517","757efa4e6bb4eb9d1fb3ddf681c17d43","0fd8ce1ba39060c6a87efef48ce0815d","23.24.172",0,0,"x",23,0,0,0,9,7,53
"518","757efa4e6bb4eb9d1fb3ddf681c17d43","0fd8ce1ba39060c6a87efef48ce0815d","23.24.172",1,0,"y",23,0,0,0,1,1,0
"519","757efa4e6bb4eb9d1fb3ddf681c17d43","0fd8ce1ba39060c6a87efef48ce0815d","23.24.172",2,0,"x",23,0,0.25,0,2,2,1
"520","757efa4e6bb4eb9d1fb3ddf681c17d43","0fd8ce1ba39060c6a87efef48ce0815d","23.24.172",3,0,"x",23,0.25,0,0.25,2,2,1
"521","757efa4e6bb4eb9d1fb3ddf681c17d43","0fd8ce1ba39060c6a87efef48ce0815d","23.24.172",4,0,"y",23,0,0,0,1,1,0
"522","757efa4e6bb4eb9d1fb3ddf681c17d43","0fd8ce1ba39060c6a87efef48ce0815d","23.24.172",5,0,"y",23,0,0,0,2,2,0
"523","757efa4e6bb4eb9d1fb3ddf681c17d43","0fd8ce1ba39060c6a87efef48ce0815d","23.24.172",6,0,"x",23,0.25,0.5,0.25,2,2,1
"524","757efa4e6bb4eb9d1fb3ddf681c17d43","0fd8ce1ba39060c6a87efef48ce0815d","23.24.172",7,0,"y",23,0.5,0.5,0.5,1,1,0
"525","757efa4e6bb4eb9d1fb3ddf681c17d43","0fd8ce1ba39060c6a87efef48ce0815d","23.24.172",8,0,"x",23,0.5,0.5,0.5,2,2,0
"526","757efa4e6bb4eb9d1fb3ddf681c17d43","0fd8ce1ba39060c6a87efef48ce0815d","23.24.172",9,0,"y",23,1,1,1,8,7,22
"527","757efa4e6bb4eb9d1fb3ddf681c17d43","0fd8ce1ba39060c6a87efef48ce0815d","23.24.172",10,0,"y",23,1,0.55,1,2,2,1
"528","757efa4e6bb4eb9d1fb3ddf681c17d43","0fd8ce1ba39060c6a87efef48ce0815d","23.24.172",11,0,"y",23,0.55,0.6,0.55,2,2,1
"529","757efa4e6bb4eb9d1fb3ddf681c17d43","0fd8ce1ba39060c6a87efef48ce0815d","23.24.172",12,0,"x",23,0.6,0.25,0.6,2,2,1
"530","757efa4e6bb4eb9d1fb3ddf681c17d43","0fd8ce1ba39060c6a87efef48ce0815d","23.24.172",13,0,"y",23,0.25,0.25,0.25,1,1,0
"531","757efa4e6bb4eb9d1fb3ddf681c17d43","0fd8ce1ba39060c6a87efef48ce0815d","23.24.172",14,0,"y",23,0.25,0.5,0.25,2,2,1
"532","757efa4e6bb4eb9d1fb3ddf681c17d43","0fd8ce1ba39060c6a87efef48ce0815d","23.24.172",15,0,"y",23,0.5,0.5,0.5,2,2,0
"533","757efa4e6bb4eb9d1fb3ddf681c17d43","0fd8ce1ba39060c6a87efef48ce0815d","23.24.172",16,0,"x",23,0,0.6,0,2,2,1
"534","757efa4e6bb4eb9d1fb3ddf681c17d43","0fd8ce1ba39060c6a87efef48ce0815d","23.24.172",17,0,"y",23,0.6,0.3,0.6,2,2,1
"535","757efa4e6bb4eb9d1fb3ddf681c17d43","0fd8ce1ba39060c6a87efef48ce0815d","23.24.172",18,0,"x",23,0.3,0.5,0.3,2,2,1
"536","757efa4e6bb4eb9d1fb3ddf681c17d43","0fd8ce1ba39060c6a87efef48ce0815d","23.24.172",19,0,"y",23,0.5,0.75,0.5,2,2,1
"537","757efa4e6bb4eb9d1fb3ddf681c17d43","0fd8ce1ba39060c6a87efef48ce0815d","23.24.172",20,0,"x",23,0.75,0.75,0.75,2,2,0
"538","757efa4e6bb4eb9d1fb3ddf681c17d43","0fd8ce1ba39060c6a87efef48ce0815d","23.24.172",21,0,"x",23,0.3,0,0.3,2,2,1
"539","757efa4e6bb4eb9d1fb3ddf681c17d43","0fd8ce1ba39060c6a87efef48ce0815d","23.24.172",22,0,"y",23,0,0.35,0,2,2,1
"540","76bd2278159b4c9ae063b928c4901171","ff0426c10cb9d3819bd5ea5db7e2943c","96.246.4",0,0,"x",17,0,0.75,0,20,20,20
"541","76bd2278159b4c9ae063b928c4901171","ff0426c10cb9d3819bd5ea5db7e2943c","96.246.4",1,0,"y",17,0.775,0.775,0.775,1,1,0
"542","76bd2278159b4c9ae063b928c4901171","ff0426c10cb9d3819bd5ea5db7e2943c","96.246.4",2,0,"x",17,0.775,0.85,1,27,16,27
"543","76bd2278159b4c9ae063b928c4901171","ff0426c10cb9d3819bd5ea5db7e2943c","96.246.4",3,0,"x",17,0.85,0,0.85,5,5,20
"544","76bd2278159b4c9ae063b928c4901171","ff0426c10cb9d3819bd5ea5db7e2943c","96.246.4",4,0,"y",17,0,0.625,0,14,14,21
"545","76bd2278159b4c9ae063b928c4901171","ff0426c10cb9d3819bd5ea5db7e2943c","96.246.4",4,0,"x",17,0.575,0.5,0.575,4,4,2
"546","76bd2278159b4c9ae063b928c4901171","ff0426c10cb9d3819bd5ea5db7e2943c","96.246.4",5,0,"y",17,0.5,-0.25,0.5,4,4,11
"547","76bd2278159b4c9ae063b928c4901171","ff0426c10cb9d3819bd5ea5db7e2943c","96.246.4",5,0,"x",17,-0.25,0.25,-0.25,5,5,3
"548","76bd2278159b4c9ae063b928c4901171","ff0426c10cb9d3819bd5ea5db7e2943c","96.246.4",6,0,"x",17,0.25,0.675,0.25,12,12,18
"549","76bd2278159b4c9ae063b928c4901171","ff0426c10cb9d3819bd5ea5db7e2943c","96.246.4",7,0,"x",17,0.65,0.3,0.65,2,2,4
"550","76bd2278159b4c9ae063b928c4901171","ff0426c10cb9d3819bd5ea5db7e2943c","96.246.4",8,0,"x",17,0.3,0.4,0.3,3,3,26
"551","76bd2278159b4c9ae063b928c4901171","ff0426c10cb9d3819bd5ea5db7e2943c","96.246.4",9,0,"x",17,0.4,0.45,0.4,4,3,18
"552","76bd2278159b4c9ae063b928c4901171","ff0426c10cb9d3819bd5ea5db7e2943c","96.246.4",10,0,"y",17,0.4,0.525,0.4,5,5,16
"553","76bd2278159b4c9ae063b928c4901171","ff0426c10cb9d3819bd5ea5db7e2943c","96.246.4",11,0,"y",17,0.525,0.3,0.525,2,2,3
"554","76bd2278159b4c9ae063b928c4901171","ff0426c10cb9d3819bd5ea5db7e2943c","96.246.4",12,0,"x",17,0.3,0.45,0.3,5,5,25
"555","76bd2278159b4c9ae063b928c4901171","ff0426c10cb9d3819bd5ea5db7e2943c","96.246.4",13,0,"x",17,0.45,0.3,0.45,2,2,2
"556","76bd2278159b4c9ae063b928c4901171","ff0426c10cb9d3819bd5ea5db7e2943c","96.246.4",14,0,"y",17,0.3,0.5,0.3,2,2,3
"557","76bd2278159b4c9ae063b928c4901171","ff0426c10cb9d3819bd5ea5db7e2943c","96.246.4",15,0,"x",17,0.5,-0.5,0.5,4,4,11
"558","76bd2278159b4c9ae063b928c4901171","ff0426c10cb9d3819bd5ea5db7e2943c","96.246.4",16,0,"y",17,-0.5,0.6,-0.5,2,2,12
