"","iphash","fingerprint","ipid","q","skip","type","ntrials","startweight","endweight","modeweight","len","unique.weights","time.trial"
"1","02fa6fe70107e0a9974f3e9502ee0a94","9c1d8870d1e854ca55b385a84630a5a0","72.68.1",0,0,"y",2,0,0.2,0.2,17,12,47
"2","02fa6fe70107e0a9974f3e9502ee0a94","9c1d8870d1e854ca55b385a84630a5a0","72.68.1",1,0,"x",2,0.2,0.85,0.85,7,6,19
"3","03de4440505c7a8a4bd12d4c3d723df8","f4c9f96ccdc5d2d89befdfa04785fd63","86.167.117",0,0,"y",1,0,0.525,0,10,10,17
"4","0ab5f91fcb4c663760fe21ce0bb42e96","fcbe495147ca105e27c67dd6f75fe9d3","92.18.171",0,0,"x",1,0.75,0.75,0.75,1,1,0
"5","0c7a8b314184066b55f9d5f155a069b6","764917b3c0254f9b1a01b63ab860eabb","137.22.172",0,0,"x",2,0,0.2,0,13,6,36
"6","0c7a8b314184066b55f9d5f155a069b6","764917b3c0254f9b1a01b63ab860eabb","137.22.172",1,0,"y",2,0.2,0.2,0.2,1,1,0
"7","0cd1879753397b4fa718b4f647f6a42d","09b6960ee5145c21a721c02b70d0e8fc","131.231.195",0,0,"y",2,0,0.2,0.25,96,36,2.63333333333333
"8","0cd1879753397b4fa718b4f647f6a42d","09b6960ee5145c21a721c02b70d0e8fc","131.231.195",1,0,"y",2,0.2,0.75,0.2,2,2,2
"9","0fdd83c05fdbd7ac28638578bed6126d","fff843074c6d7b5a7f49b4316ed3afa1","69.159.113",0,0,"x",2,0,0.7,0.7,19,18,47
"10","0fdd83c05fdbd7ac28638578bed6126d","fff843074c6d7b5a7f49b4316ed3afa1","69.159.113",1,0,"y",2,0.7,0.725,0.7,2,2,4
"11","0fdfc216cf365ab509e62d4c2b6bc9af","920de3a67e500bf70c5816d82db6a1b4","88.230.250",0,0,"x",2,0,0,0,15,8,41
"12","0fdfc216cf365ab509e62d4c2b6bc9af","920de3a67e500bf70c5816d82db6a1b4","88.230.250",1,0,"y",2,0,0,0,5,4,15
"13","133d5527a22928958d7dabbb024723f9","2d885f7c07e703311ef2ed2044b5fce0","174.251.97",0,0,"x",13,0,0.0999999999999996,0,12,10,3.7
"14","133d5527a22928958d7dabbb024723f9","2d885f7c07e703311ef2ed2044b5fce0","174.251.97",1,0,"y",13,0.0999999999999996,0,0,12,6,57
"15","133d5527a22928958d7dabbb024723f9","2d885f7c07e703311ef2ed2044b5fce0","174.251.97",2,0,"y",13,0,0.0999999999999996,0,6,4,30
"16","133d5527a22928958d7dabbb024723f9","2d885f7c07e703311ef2ed2044b5fce0","174.251.97",3,0,"y",13,0.0999999999999996,0.65,0.0999999999999996,4,4,19
"17","133d5527a22928958d7dabbb024723f9","2d885f7c07e703311ef2ed2044b5fce0","174.251.97",4,0,"x",13,0.65,0,0,39,26,46
"18","133d5527a22928958d7dabbb024723f9","2d885f7c07e703311ef2ed2044b5fce0","174.251.97",5,0,"x",13,0,0.9,0,4,4,8
"19","133d5527a22928958d7dabbb024723f9","2d885f7c07e703311ef2ed2044b5fce0","174.251.97",5,0,"y",13,0.85,0.75,0.85,4,4,6
"20","133d5527a22928958d7dabbb024723f9","2d885f7c07e703311ef2ed2044b5fce0","174.251.97",6,0,"y",13,0.75,0.0999999999999996,0,9,5,23
"21","133d5527a22928958d7dabbb024723f9","2d885f7c07e703311ef2ed2044b5fce0","174.251.97",7,0,"y",13,0.0999999999999996,0.525,0.0999999999999996,3,3,7
"22","133d5527a22928958d7dabbb024723f9","2d885f7c07e703311ef2ed2044b5fce0","174.251.97",8,0,"x",13,0.525,-0.25,0,13,7,27
"23","133d5527a22928958d7dabbb024723f9","2d885f7c07e703311ef2ed2044b5fce0","174.251.97",9,0,"y",13,-0.25,0.3,0.35,5,4,12
"24","133d5527a22928958d7dabbb024723f9","2d885f7c07e703311ef2ed2044b5fce0","174.251.97",10,0,"y",13,0.3,0.575,0.3,5,5,7
"25","133d5527a22928958d7dabbb024723f9","2d885f7c07e703311ef2ed2044b5fce0","174.251.97",11,0,"x",13,0.575,0.2,0.575,26,15,44
"26","133d5527a22928958d7dabbb024723f9","2d885f7c07e703311ef2ed2044b5fce0","174.251.97",12,0,"y",13,0.2,0,0.2,2,2,1
"27","13f3a89740556a9cb51cca540b6f3c06","c3fd381ce206c27235e6b692bc1890b9","69.165.165",0,0,"x",2,0.6,0.675,0.6,14,7,57
"28","13f3a89740556a9cb51cca540b6f3c06","c3fd381ce206c27235e6b692bc1890b9","69.165.165",1,0,"x",2,0.675,0.75,0.675,2,2,1
"29","13f8fd9e3814417a22bb7e5edd0fee9f","6f1e7f51328b84fb949373e7b562072a","94.12.58",0,0,"x",1,0.75,0.75,0.75,1,1,0
"30","140c4485c0035633f2b1dba500a91eac","37d6f68d69da28a31932829881af702d","129.186.6",0,0,"x",11,0.55,0.75,0.45,7,6,13.0666666666667
"31","140c4485c0035633f2b1dba500a91eac","37d6f68d69da28a31932829881af702d","129.186.6",1,0,"y",11,0.45,0.0999999999999996,0,5,4,11
"32","140c4485c0035633f2b1dba500a91eac","37d6f68d69da28a31932829881af702d","129.186.6",2,0,"y",11,0.0999999999999996,0.5,0.725,20,14,31
"33","140c4485c0035633f2b1dba500a91eac","37d6f68d69da28a31932829881af702d","129.186.6",3,0,"x",11,0.5,0.0999999999999996,0,5,4,10
"34","140c4485c0035633f2b1dba500a91eac","37d6f68d69da28a31932829881af702d","129.186.6",4,0,"x",11,0.0999999999999996,0.45,0.0999999999999996,13,13,13
"35","140c4485c0035633f2b1dba500a91eac","37d6f68d69da28a31932829881af702d","129.186.6",5,0,"y",11,0.45,0.35,0.45,19,12,24
"36","140c4485c0035633f2b1dba500a91eac","37d6f68d69da28a31932829881af702d","129.186.6",6,0,"x",11,0.35,0.55,0.35,11,11,7
"37","140c4485c0035633f2b1dba500a91eac","37d6f68d69da28a31932829881af702d","129.186.6",7,0,"x",11,0.525,-0.5,0.525,27,20,25
"38","140c4485c0035633f2b1dba500a91eac","37d6f68d69da28a31932829881af702d","129.186.6",8,0,"x",11,-0.25,0.3,0.25,7,5,10
"39","140c4485c0035633f2b1dba500a91eac","37d6f68d69da28a31932829881af702d","129.186.6",9,0,"x",11,0.3,0.5,0.5,8,5,19
"40","140c4485c0035633f2b1dba500a91eac","37d6f68d69da28a31932829881af702d","129.186.6",10,0,"y",11,0.5,0.35,0.5,2,2,1
"41","140c4485c0035633f2b1dba500a91eac","37d6f68d69da28a31932829881af702d","129.186.6",0,0,"y",11,0.75,0.75,0.75,1,1,0
"42","14477bafbb0b0e70f39615af1c77cf7f","68b229ea03ffb792a69ac28935a7fd7e","140.107.181",0,0,"x",31,0.3,0.3,0.3,1,1,0
"43","14477bafbb0b0e70f39615af1c77cf7f","68b229ea03ffb792a69ac28935a7fd7e","140.107.181",0,0,"y",31,0.75,0.85,0.85,6,5,30
"44","14477bafbb0b0e70f39615af1c77cf7f","68b229ea03ffb792a69ac28935a7fd7e","140.107.181",1,0,"y",31,0.85,0.5,0.85,10,10,17
"45","14477bafbb0b0e70f39615af1c77cf7f","68b229ea03ffb792a69ac28935a7fd7e","140.107.181",2,0,"x",31,0.5,0.85,0.5,14,14,32
"46","14477bafbb0b0e70f39615af1c77cf7f","68b229ea03ffb792a69ac28935a7fd7e","140.107.181",3,0,"x",31,0.85,1,0.85,8,7,14
"47","14477bafbb0b0e70f39615af1c77cf7f","68b229ea03ffb792a69ac28935a7fd7e","140.107.181",4,0,"y",31,1,0.65,0.65,16,12,20
"48","14477bafbb0b0e70f39615af1c77cf7f","68b229ea03ffb792a69ac28935a7fd7e","140.107.181",5,0,"x",31,0.65,0.65,0.65,1,1,0
"49","14477bafbb0b0e70f39615af1c77cf7f","68b229ea03ffb792a69ac28935a7fd7e","140.107.181",6,0,"y",31,0.65,0.35,0.65,4,4,26
"50","14477bafbb0b0e70f39615af1c77cf7f","68b229ea03ffb792a69ac28935a7fd7e","140.107.181",7,0,"x",31,0.35,0.6,0.35,5,5,6
"51","14477bafbb0b0e70f39615af1c77cf7f","68b229ea03ffb792a69ac28935a7fd7e","140.107.181",8,0,"x",31,0.625,0.675,0.625,5,4,5
"52","14477bafbb0b0e70f39615af1c77cf7f","68b229ea03ffb792a69ac28935a7fd7e","140.107.181",9,0,"x",31,0.675,0.775,0.675,3,3,3
"53","14477bafbb0b0e70f39615af1c77cf7f","68b229ea03ffb792a69ac28935a7fd7e","140.107.181",10,0,"y",31,0.775,0.45,0.3,18,11,22
"54","14477bafbb0b0e70f39615af1c77cf7f","68b229ea03ffb792a69ac28935a7fd7e","140.107.181",11,0,"x",31,0.5,0.2,0.5,4,4,15
"55","14477bafbb0b0e70f39615af1c77cf7f","68b229ea03ffb792a69ac28935a7fd7e","140.107.181",12,0,"y",31,0.2,0.4,0.2,5,5,12
"56","14477bafbb0b0e70f39615af1c77cf7f","68b229ea03ffb792a69ac28935a7fd7e","140.107.181",13,0,"y",31,0.4,0.4,0.4,2,2,0
"57","14477bafbb0b0e70f39615af1c77cf7f","68b229ea03ffb792a69ac28935a7fd7e","140.107.181",14,0,"x",31,0.6,0.45,0.6,5,5,10
"58","14477bafbb0b0e70f39615af1c77cf7f","68b229ea03ffb792a69ac28935a7fd7e","140.107.181",15,0,"y",31,0.45,0.5,0.45,7,4,9
"59","14477bafbb0b0e70f39615af1c77cf7f","68b229ea03ffb792a69ac28935a7fd7e","140.107.181",16,0,"x",31,0.525,0.35,0.25,12,8,15
"60","14477bafbb0b0e70f39615af1c77cf7f","68b229ea03ffb792a69ac28935a7fd7e","140.107.181",17,0,"x",31,0.35,0.45,0.35,3,3,7
"61","14477bafbb0b0e70f39615af1c77cf7f","68b229ea03ffb792a69ac28935a7fd7e","140.107.181",18,0,"y",31,0.45,0.55,0.45,6,5,8
"62","14477bafbb0b0e70f39615af1c77cf7f","68b229ea03ffb792a69ac28935a7fd7e","140.107.181",19,0,"y",31,0.55,1.4,1.3,23,17,24
"63","14477bafbb0b0e70f39615af1c77cf7f","68b229ea03ffb792a69ac28935a7fd7e","140.107.181",20,0,"y",31,1.3,1.3,1.3,1,1,0
"64","14477bafbb0b0e70f39615af1c77cf7f","68b229ea03ffb792a69ac28935a7fd7e","140.107.181",21,0,"y",31,1.3,0.4,1.3,8,8,7
"65","14477bafbb0b0e70f39615af1c77cf7f","68b229ea03ffb792a69ac28935a7fd7e","140.107.181",22,0,"x",31,0.4,0.45,0.4,3,3,3
"66","14477bafbb0b0e70f39615af1c77cf7f","68b229ea03ffb792a69ac28935a7fd7e","140.107.181",23,0,"x",31,0.5,0.75,0.5,2,2,1
"67","14477bafbb0b0e70f39615af1c77cf7f","68b229ea03ffb792a69ac28935a7fd7e","140.107.181",24,0,"y",31,0.75,0.5,0.75,2,2,1
"68","14477bafbb0b0e70f39615af1c77cf7f","68b229ea03ffb792a69ac28935a7fd7e","140.107.181",25,0,"x",31,0.5,0.5,0.5,1,1,0
"69","14477bafbb0b0e70f39615af1c77cf7f","68b229ea03ffb792a69ac28935a7fd7e","140.107.181",26,0,"y",31,0.5,0.3,0.5,4,4,3
"70","14477bafbb0b0e70f39615af1c77cf7f","68b229ea03ffb792a69ac28935a7fd7e","140.107.181",27,0,"x",31,0.35,0.65,0.35,6,6,7
"71","14477bafbb0b0e70f39615af1c77cf7f","68b229ea03ffb792a69ac28935a7fd7e","140.107.181",28,0,"x",31,0.65,0.6,0.65,2,2,1
"72","14477bafbb0b0e70f39615af1c77cf7f","68b229ea03ffb792a69ac28935a7fd7e","140.107.181",29,0,"x",31,0.6,0.75,0.6,2,2,1
"73","14477bafbb0b0e70f39615af1c77cf7f","68b229ea03ffb792a69ac28935a7fd7e","140.107.181",30,0,"y",31,0.75,0.3,0.75,3,2,1
"74","155d4ae668ea36a3249b9dbed8aa77e2","9857258e7f8802de79f4585f7d01a228","35.11.55",0,0,"x",8,0,0,0,10,9,34
"75","155d4ae668ea36a3249b9dbed8aa77e2","9857258e7f8802de79f4585f7d01a228","35.11.55",1,0,"y",8,0,0.0999999999999996,0.0999999999999996,15,9,30
"76","155d4ae668ea36a3249b9dbed8aa77e2","9857258e7f8802de79f4585f7d01a228","35.11.55",2,0,"x",8,0.0999999999999996,-0.25,0.0999999999999996,5,4,19
"77","155d4ae668ea36a3249b9dbed8aa77e2","9857258e7f8802de79f4585f7d01a228","35.11.55",3,0,"y",8,-0.25,0.0999999999999996,-0.25,5,3,11
"78","155d4ae668ea36a3249b9dbed8aa77e2","9857258e7f8802de79f4585f7d01a228","35.11.55",4,0,"x",8,0.0999999999999996,0.725,0.0999999999999996,3,3,14
"79","155d4ae668ea36a3249b9dbed8aa77e2","9857258e7f8802de79f4585f7d01a228","35.11.55",5,0,"y",8,0.725,0.725,0.725,14,8,22
"80","155d4ae668ea36a3249b9dbed8aa77e2","9857258e7f8802de79f4585f7d01a228","35.11.55",5,1,"x",8,0.75,0.75,0.75,1,1,0
"81","155d4ae668ea36a3249b9dbed8aa77e2","9857258e7f8802de79f4585f7d01a228","35.11.55",5,2,"y",8,0.75,0.75,0.75,1,1,0
"82","1741711cbdfc5cc7dd6908921da6bc1c","ba3c2ce908b2f269ab6932ccc8b00522","77.248.153",0,0,"y",1,0,0.0999999999999996,0,7,5,4.06666666666667
"83","188b3445fdb718e2d206deb98b244434","f0ae9679590c0e76643b181752dda678","69.133.58",0,0,"y",3,0.75,0.65,0.75,38,21,28
"84","188b3445fdb718e2d206deb98b244434","f0ae9679590c0e76643b181752dda678","69.133.58",0,1,"x",3,0.675,0.675,0.675,1,1,0
"85","188b3445fdb718e2d206deb98b244434","f0ae9679590c0e76643b181752dda678","69.133.58",0,2,"y",3,0.675,0,0.675,2,2,1
"86","1934fa0c809fa11014c407b150860439","ed948fad3d34cdd222580ddcd75b39d9","76.84.236",0,0,"y",12,0,0.55,0,3,3,3.85
"87","1934fa0c809fa11014c407b150860439","ed948fad3d34cdd222580ddcd75b39d9","76.84.236",0,0,"x",12,0.5,0,0,42,18,1.23228009259259
"88","1934fa0c809fa11014c407b150860439","ed948fad3d34cdd222580ddcd75b39d9","76.84.236",1,0,"y",12,0.725,0.45,0.45,13,10,18.0166666666667
"89","1934fa0c809fa11014c407b150860439","ed948fad3d34cdd222580ddcd75b39d9","76.84.236",1,0,"x",12,0.4,1,1,28,23,5.8
"90","1934fa0c809fa11014c407b150860439","ed948fad3d34cdd222580ddcd75b39d9","76.84.236",2,0,"x",12,0.2,0.2,0.2,1,1,0
"91","1934fa0c809fa11014c407b150860439","ed948fad3d34cdd222580ddcd75b39d9","76.84.236",2,0,"y",12,0.45,0.3,0.45,4,4,13
"92","1934fa0c809fa11014c407b150860439","ed948fad3d34cdd222580ddcd75b39d9","76.84.236",3,0,"x",12,0.3,0.35,0.3,9,9,16
"93","1934fa0c809fa11014c407b150860439","ed948fad3d34cdd222580ddcd75b39d9","76.84.236",4,0,"y",12,0.35,0.45,0.35,19,19,32
"94","1934fa0c809fa11014c407b150860439","ed948fad3d34cdd222580ddcd75b39d9","76.84.236",5,0,"x",12,0.45,0.4,0.45,8,8,12
"95","1934fa0c809fa11014c407b150860439","ed948fad3d34cdd222580ddcd75b39d9","76.84.236",6,0,"y",12,0.4,0.4,0.4,5,4,12
"96","1934fa0c809fa11014c407b150860439","ed948fad3d34cdd222580ddcd75b39d9","76.84.236",7,0,"x",12,0.4,0.3,0.4,5,4,13
"97","1934fa0c809fa11014c407b150860439","ed948fad3d34cdd222580ddcd75b39d9","76.84.236",8,0,"x",12,0.3,0.525,0.3,17,17,35
"98","1934fa0c809fa11014c407b150860439","ed948fad3d34cdd222580ddcd75b39d9","76.84.236",9,0,"y",12,0.525,0.4,0.525,8,7,13
"99","1934fa0c809fa11014c407b150860439","ed948fad3d34cdd222580ddcd75b39d9","76.84.236",10,0,"y",12,0.4,0.3,0.3,4,3,11
"100","1934fa0c809fa11014c407b150860439","ed948fad3d34cdd222580ddcd75b39d9","76.84.236",11,0,"y",12,0.3,0.75,0.3,2,2,1
"101","1c477d9be67f8e21c42f1cc9ad264354","bac71a778c7a08ec69b220474e06d8d7","69.14.64",0,0,"x",5,0.75,0,0.75,42,41,1.25
"102","1c477d9be67f8e21c42f1cc9ad264354","bac71a778c7a08ec69b220474e06d8d7","69.14.64",1,0,"x",5,-0.25,0,-0.25,4,2,11
"103","1c477d9be67f8e21c42f1cc9ad264354","bac71a778c7a08ec69b220474e06d8d7","69.14.64",2,0,"y",5,0,0.0999999999999996,0.75,33,32,1.11666666666667
"104","1c477d9be67f8e21c42f1cc9ad264354","bac71a778c7a08ec69b220474e06d8d7","69.14.64",3,0,"y",5,0.0999999999999996,0.2,0.0999999999999996,10,4,20
"105","1c477d9be67f8e21c42f1cc9ad264354","bac71a778c7a08ec69b220474e06d8d7","69.14.64",4,0,"x",5,0.2,0.55,0.2,2,2,1
"106","22636132e40307beaef13cc956fc9d7f","c5fcdcbc8229ce9b4b8955804d76ec3f","121.220.190",0,0,"y",2,0.75,0.625,0.75,12,9,45
"107","22636132e40307beaef13cc956fc9d7f","c5fcdcbc8229ce9b4b8955804d76ec3f","121.220.190",1,0,"x",2,0.625,0.35,0.625,2,2,2
"108","270dfff7545309c4f7589fd1d1428385","5ea2849abd8aa0a7179ed93f39736511","173.58.120",0,0,"x",14,0,0.0999999999999996,0,23,11,49
"109","270dfff7545309c4f7589fd1d1428385","5ea2849abd8aa0a7179ed93f39736511","173.58.120",1,0,"y",14,0.0999999999999996,-0.25,0.0999999999999996,7,5,37
"110","270dfff7545309c4f7589fd1d1428385","5ea2849abd8aa0a7179ed93f39736511","173.58.120",2,0,"x",14,-0.25,0.4,-0.25,4,4,13
"111","270dfff7545309c4f7589fd1d1428385","5ea2849abd8aa0a7179ed93f39736511","173.58.120",3,0,"y",14,0.4,0.3,0.4,35,35,57
"112","270dfff7545309c4f7589fd1d1428385","5ea2849abd8aa0a7179ed93f39736511","173.58.120",3,0,"x",14,0.35,0.4,0.35,2,2,1
"113","270dfff7545309c4f7589fd1d1428385","5ea2849abd8aa0a7179ed93f39736511","173.58.120",4,0,"x",14,0.4,0.8,-1.5,51,37,1.08333333333333
"114","270dfff7545309c4f7589fd1d1428385","5ea2849abd8aa0a7179ed93f39736511","173.58.120",4,0,"y",14,0.775,0.75,0.775,2,2,1
"115","270dfff7545309c4f7589fd1d1428385","5ea2849abd8aa0a7179ed93f39736511","173.58.120",5,0,"x",14,0.75,0.4,0.75,14,14,14
"116","270dfff7545309c4f7589fd1d1428385","5ea2849abd8aa0a7179ed93f39736511","173.58.120",6,0,"y",14,0.35,0.5,0.35,11,10,10
"117","270dfff7545309c4f7589fd1d1428385","5ea2849abd8aa0a7179ed93f39736511","173.58.120",7,0,"y",14,0.525,0.4,0.525,6,5,35
"118","270dfff7545309c4f7589fd1d1428385","5ea2849abd8aa0a7179ed93f39736511","173.58.120",8,0,"x",14,0.4,0.35,0.4,7,7,13
"119","270dfff7545309c4f7589fd1d1428385","5ea2849abd8aa0a7179ed93f39736511","173.58.120",9,0,"x",14,0.35,0,0.25,22,13,49
"120","270dfff7545309c4f7589fd1d1428385","5ea2849abd8aa0a7179ed93f39736511","173.58.120",10,0,"y",14,0,0.45,0,14,11,28
"121","270dfff7545309c4f7589fd1d1428385","5ea2849abd8aa0a7179ed93f39736511","173.58.120",11,0,"x",14,0.45,0.3,0.45,11,8,42
"122","270dfff7545309c4f7589fd1d1428385","5ea2849abd8aa0a7179ed93f39736511","173.58.120",12,0,"y",14,0.25,0.3,0.25,2,2,2
"123","270dfff7545309c4f7589fd1d1428385","5ea2849abd8aa0a7179ed93f39736511","173.58.120",13,0,"y",14,0.3,0.25,0.3,2,2,1
"124","2f1c79dc256290289745b0e8dab368b5","e542e1550a0f127ac698ca8951c767d4","99.237.253",0,0,"y",1,0.75,5,0.75,22,22,31
"125","31b13bd0bb44bad5aa90c878e5f17d61","30c5ea0710cc7cf99029e7de0e928927","174.55.114",0,0,"y",3,0,0.65,0.0999999999999996,29,19,48
"126","31b13bd0bb44bad5aa90c878e5f17d61","30c5ea0710cc7cf99029e7de0e928927","174.55.114",1,0,"y",3,0.65,0.6,0.65,2,2,1
"127","31b13bd0bb44bad5aa90c878e5f17d61","30c5ea0710cc7cf99029e7de0e928927","174.55.114",2,0,"x",3,0.6,0.75,0.6,2,2,1
"128","3424906ad5892f7c9b19aa2b3b149aaa","151ddbd399e0f1d0e74640611a6de52f","75.87.204",0,0,"x",11,0,0,0,23,12,25
"129","3424906ad5892f7c9b19aa2b3b149aaa","151ddbd399e0f1d0e74640611a6de52f","75.87.204",1,0,"y",11,0,0.0999999999999996,0.2,6,4,14
"130","3424906ad5892f7c9b19aa2b3b149aaa","151ddbd399e0f1d0e74640611a6de52f","75.87.204",2,0,"x",11,0.0999999999999996,-0.25,0.75,27,22,38
"131","3424906ad5892f7c9b19aa2b3b149aaa","151ddbd399e0f1d0e74640611a6de52f","75.87.204",3,0,"x",11,-0.25,0,-0.25,5,5,6
"132","3424906ad5892f7c9b19aa2b3b149aaa","151ddbd399e0f1d0e74640611a6de52f","75.87.204",4,0,"y",11,0,0.0999999999999996,0,4,3,12
"133","3424906ad5892f7c9b19aa2b3b149aaa","151ddbd399e0f1d0e74640611a6de52f","75.87.204",5,0,"y",11,0.0999999999999996,0.2,0.75,21,18,1.63333333333333
"134","3424906ad5892f7c9b19aa2b3b149aaa","151ddbd399e0f1d0e74640611a6de52f","75.87.204",6,0,"y",11,0.2,0.3,0.2,2,2,1
"135","3424906ad5892f7c9b19aa2b3b149aaa","151ddbd399e0f1d0e74640611a6de52f","75.87.204",7,0,"y",11,0.3,0.25,0.3,2,2,1
"136","3424906ad5892f7c9b19aa2b3b149aaa","151ddbd399e0f1d0e74640611a6de52f","75.87.204",8,0,"y",11,0.25,0.75,0.25,2,2,1
"137","3424906ad5892f7c9b19aa2b3b149aaa","151ddbd399e0f1d0e74640611a6de52f","75.87.204",9,0,"x",11,0.75,-0.25,0.75,8,8,13
"138","3424906ad5892f7c9b19aa2b3b149aaa","151ddbd399e0f1d0e74640611a6de52f","75.87.204",10,0,"x",11,-0.25,0.6,-0.25,2,2,1
"139","3517c9bf86716fb78ee2bb46621a2c06","fd1e7b175b767dd2aaa1d98acdd2bc27","24.4.165",0,0,"y",1,0.75,0.75,0.75,1,1,0
"140","376c9b3f2a985d887cb9fcf6d740497f","e2832dfa3df26fc3be76b04d5ed4c7e9","81.157.121",0,0,"y",11,0.75,0.7,0.775,21,6,38
"141","376c9b3f2a985d887cb9fcf6d740497f","e2832dfa3df26fc3be76b04d5ed4c7e9","81.157.121",1,0,"y",11,0.7,0.0999999999999996,0.7,3,3,11
"142","376c9b3f2a985d887cb9fcf6d740497f","e2832dfa3df26fc3be76b04d5ed4c7e9","81.157.121",2,0,"x",11,0.0999999999999996,0.75,0.75,8,7,20
"143","376c9b3f2a985d887cb9fcf6d740497f","e2832dfa3df26fc3be76b04d5ed4c7e9","81.157.121",3,0,"x",11,0.75,0,0.75,2,2,2
"144","376c9b3f2a985d887cb9fcf6d740497f","e2832dfa3df26fc3be76b04d5ed4c7e9","81.157.121",4,0,"x",11,0,0.775,0,3,3,5
"145","376c9b3f2a985d887cb9fcf6d740497f","e2832dfa3df26fc3be76b04d5ed4c7e9","81.157.121",5,0,"y",11,0.775,0.25,0.775,9,9,13
"146","376c9b3f2a985d887cb9fcf6d740497f","e2832dfa3df26fc3be76b04d5ed4c7e9","81.157.121",6,0,"y",11,0.25,0.0999999999999996,0,5,4,8
"147","376c9b3f2a985d887cb9fcf6d740497f","e2832dfa3df26fc3be76b04d5ed4c7e9","81.157.121",7,0,"y",11,0.0999999999999996,0.3,0.0999999999999996,2,2,1
"148","376c9b3f2a985d887cb9fcf6d740497f","e2832dfa3df26fc3be76b04d5ed4c7e9","81.157.121",8,0,"y",11,0.3,0.25,0.3,2,2,1
"149","376c9b3f2a985d887cb9fcf6d740497f","e2832dfa3df26fc3be76b04d5ed4c7e9","81.157.121",9,0,"y",11,0.25,-1.25,0.25,25,24,24
"150","376c9b3f2a985d887cb9fcf6d740497f","e2832dfa3df26fc3be76b04d5ed4c7e9","81.157.121",10,0,"x",11,-1.25,0,-1.25,2,2,2
"151","38ad7b08b85712c69749668cbfdf9845","3b2dc8f4828f339cbbc06dfc601a289a","66.227.134",0,0,"x",1,0,0.55,0,11,11,22
"152","397c61af087dc6ca2a00a7807bbfd4d2","ab4b10e4509e4c28bb22ef2834121dcc","98.162.250",0,0,"x",18,0,0.2,0,19,10,41
"153","397c61af087dc6ca2a00a7807bbfd4d2","ab4b10e4509e4c28bb22ef2834121dcc","98.162.250",1,0,"y",18,0.2,0.5,0.2,7,7,20
"154","397c61af087dc6ca2a00a7807bbfd4d2","ab4b10e4509e4c28bb22ef2834121dcc","98.162.250",2,0,"x",18,0.5,0.5,0.5,1,1,0
"155","397c61af087dc6ca2a00a7807bbfd4d2","ab4b10e4509e4c28bb22ef2834121dcc","98.162.250",2,0,"y",18,0.525,0.55,0.525,2,2,1
"156","397c61af087dc6ca2a00a7807bbfd4d2","ab4b10e4509e4c28bb22ef2834121dcc","98.162.250",3,0,"y",18,0.55,0.7,0.6,65,34,1.86666666666667
"157","397c61af087dc6ca2a00a7807bbfd4d2","ab4b10e4509e4c28bb22ef2834121dcc","98.162.250",3,1,"y",18,0.725,1.2,1,48,31,1.15
"158","397c61af087dc6ca2a00a7807bbfd4d2","ab4b10e4509e4c28bb22ef2834121dcc","98.162.250",4,1,"x",18,1.2,0.4,1.2,8,8,21
"159","397c61af087dc6ca2a00a7807bbfd4d2","ab4b10e4509e4c28bb22ef2834121dcc","98.162.250",5,1,"x",18,0.4,0.9,0.4,4,4,13
"160","397c61af087dc6ca2a00a7807bbfd4d2","ab4b10e4509e4c28bb22ef2834121dcc","98.162.250",6,1,"x",18,0.9,0.35,0.9,7,7,10
"161","397c61af087dc6ca2a00a7807bbfd4d2","ab4b10e4509e4c28bb22ef2834121dcc","98.162.250",7,1,"y",18,0.35,0.625,0.35,9,9,18
"162","397c61af087dc6ca2a00a7807bbfd4d2","ab4b10e4509e4c28bb22ef2834121dcc","98.162.250",8,1,"x",18,0.625,1.2,0.625,10,10,27
"163","397c61af087dc6ca2a00a7807bbfd4d2","ab4b10e4509e4c28bb22ef2834121dcc","98.162.250",9,1,"x",18,1.2,0.35,1.2,2,2,2
"164","397c61af087dc6ca2a00a7807bbfd4d2","ab4b10e4509e4c28bb22ef2834121dcc","98.162.250",9,1,"y",18,0.4,0.625,0.4,8,8,18
"165","397c61af087dc6ca2a00a7807bbfd4d2","ab4b10e4509e4c28bb22ef2834121dcc","98.162.250",10,1,"x",18,0.625,0.55,0.625,13,13,12
"166","397c61af087dc6ca2a00a7807bbfd4d2","ab4b10e4509e4c28bb22ef2834121dcc","98.162.250",11,1,"x",18,0.575,0.4,0.575,5,5,6
"167","397c61af087dc6ca2a00a7807bbfd4d2","ab4b10e4509e4c28bb22ef2834121dcc","98.162.250",12,1,"x",18,0.45,0.95,0.45,7,7,6
"168","397c61af087dc6ca2a00a7807bbfd4d2","ab4b10e4509e4c28bb22ef2834121dcc","98.162.250",13,1,"x",18,0.95,0.95,0.95,1,1,0
"169","397c61af087dc6ca2a00a7807bbfd4d2","ab4b10e4509e4c28bb22ef2834121dcc","98.162.250",14,1,"x",18,0.95,0.675,0.95,5,5,20
"170","397c61af087dc6ca2a00a7807bbfd4d2","ab4b10e4509e4c28bb22ef2834121dcc","98.162.250",15,1,"x",18,0.675,0.675,0.675,1,1,0
"171","397c61af087dc6ca2a00a7807bbfd4d2","ab4b10e4509e4c28bb22ef2834121dcc","98.162.250",16,1,"y",18,0.675,0.6,0.675,3,3,6
